Order_ID,Date,Warehouse,Dealer,Customer_ID,Machine_ID,Machine_Type,Order_Quantity,Production_Status,Inventory_Level,Change_Type,Order_Volatility,Lead_Time_Days,Delay_Days
O565373,03-10-2022,WH004,Dealer_D,Cust005,MC003,Type2,18,On-Time,424,Delayed Approval,Medium,,0
O638195,03-10-2022,WH002,Dealer_C,Cust005,MC004,Type1,1,On-Time,139,Supplier Delay,High,18,0
O797862,03-10-2022,WH001,Dealer_E,Cust002,MC003,Type4,38,Delayed,446,Feature Update,Medium,48,8
O574537,04-10-2022,WH003,Dealer_C,Cust003,MC001,,8,Delayed,213,,Medium,47,0
O898837,,WH004,Dealer_C,,MC002,Type5,31,Delayed,232,,High,36,0
O479584,04-10-2022,WH003,Dealer_E,Cust005,MC003,Type4,24,On-Time,421,Urgent Order Change,High,34,0
O648101,05-10-2022,WH003,Dealer_B,Cust005,MC004,Type1,42,Critical Delay,213,,High,47,0
O897697,05-10-2022,WH004,Dealer_D,Cust003,MC003,Type3,22,Critical Delay,380,Supplier Delay,Low,27,0
O669783,05-10-2022,,Dealer_A,Cust002,MC001,Type3,28,On-Time,163,Supplier Delay,,39,0
O282958,05-10-2022,WH001,Dealer_A,Cust001,MC003,Type4,32,,275,,Low,16,0
O125954,05-10-2022,WH002,,Cust003,MC005,Type4,44,Critical Delay,372,Supplier Delay,High,18,0
O400273,05-10-2022,WH002,Dealer_E,Cust003,MC003,,23,Delayed,372,Urgent Order Change,Medium,14,0
O380473,05-10-2022,WH002,Dealer_E,Cust005,MC005,Type3,48,Critical Delay,242,Delayed Approval,High,48,0
O824532,06-10-2022,WH004,Dealer_A,Cust002,MC001,Type2,21,,11,Delayed Approval,High,16,0
O840772,06-10-2022,WH004,Dealer_E,Cust002,MC003,Type1,19,On-Time,274,Delayed Approval,,13,0
O419222,06-10-2022,WH001,Dealer_B,Cust001,MC004,Type5,22,On-Time,123,Urgent Order Change,Medium,30,88
O672480,06-10-2022,WH004,Dealer_D,Cust005,MC004,,21,On-Time,478,Supplier Delay,High,39,0
O161452,,WH003,Dealer_C,Cust002,MC004,Type2,49,Critical Delay,39,,High,48,0
O474804,,WH003,Dealer_B,Cust001,MC005,Type5,13,Delayed,206,Delayed Approval,Low,29,14
O385184,07-10-2022,WH004,Dealer_A,Cust001,MC002,Type2,46,On-Time,474,Delayed Approval,High,17,0
O650506,,WH001,Dealer_A,Cust002,MC004,Type4,1,Critical Delay,102,Urgent Order Change,Medium,30,0
O232709,07-10-2022,WH003,Dealer_A,Cust001,MC002,Type2,29,On-Time,286,Delayed Approval,,30,2
O290203,07-10-2022,WH002,Dealer_C,Cust004,MC003,Type4,30,On-Time,11,Urgent Order Change,Low,23,10
O752273,08-10-2022,WH002,Dealer_A,Cust005,MC002,Type2,43,On-Time,,,Medium,18,0
O182423,08-10-2022,WH002,Dealer_E,Cust004,,,,On-Time,127,Supplier Delay,Low,38,0
O411179,08-10-2022,WH004,Dealer_B,Cust001,MC003,Type5,18,Critical Delay,243,,High,36,0
O734996,08-10-2022,WH003,Dealer_B,Cust002,MC004,Type2,95,Critical Delay,15,Urgent Order Change,Medium,32,13
O487464,08-10-2022,WH002,Dealer_B,Cust001,MC002,Type5,44,On-Time,,,High,41,0
,08-10-2022,,Dealer_E,Cust004,MC003,Type3,12,Delayed,133,,High,13,0
O971966,09-10-2022,WH004,Dealer_C,Cust002,MC004,Type5,23,Delayed,53,Feature Update,High,31,0
O360357,,WH004,Dealer_B,Cust003,MC005,Type1,13,Critical Delay,50,,Medium,78,17
O634728,09-10-2022,WH002,Dealer_B,Cust004,MC001,Type4,14,On-Time,,Urgent Order Change,High,14,0
O210000,09-10-2022,WH001,Dealer_C,Cust002,MC005,Type1,23,Delayed,192,Urgent Order Change,Low,13,7
O975713,09-10-2022,WH002,Dealer_D,Cust004,MC001,Type4,31,Critical Delay,199,Supplier Delay,High,21,0
O164170,09-10-2022,WH003,,Cust004,MC003,Type1,46,Delayed,230,Urgent Order Change,Medium,14,8
O162768,09-10-2022,,Dealer_C,Cust004,MC005,Type2,37,On-Time,240,Feature Update,High,14,
,10-10-2022,WH004,Dealer_A,Cust001,MC005,Type5,16,Delayed,440,Urgent Order Change,High,9,13
O616175,10-10-2022,WH001,Dealer_E,Cust003,MC001,Type4,24,Delayed,177,,High,13,0
O934395,,WH003,Dealer_E,Cust002,MC002,Type1,31,On-Time,156,Feature Update,Low,40,0
O362616,10-10-2022,WH001,Dealer_B,Cust004,MC004,Type5,15,Critical Delay,,Urgent Order Change,Medium,40,
O592372,10-10-2022,WH001,,Cust005,MC003,Type2,37,,486,,Low,37,0
O727898,10-10-2022,WH001,Dealer_B,Cust003,MC004,Type3,31,Delayed,170,Urgent Order Change,Low,42,0
O972230,10-10-2022,WH001,Dealer_E,Cust005,MC005,Type4,18,Delayed,,,,22,18
O381529,10-10-2022,WH003,Dealer_B,Cust001,MC004,Type3,1,Critical Delay,215,Urgent Order Change,Medium,37,0
O719670,11-10-2022,WH003,Dealer_E,Cust005,MC003,Type3,12,On-Time,476,Supplier Delay,High,38,15
O256707,11-10-2022,WH003,Dealer_C,Cust004,MC003,Type1,32,Critical Delay,266,,High,46,3
O560847,11-10-2022,WH002,Dealer_B,Cust002,MC004,Type1,21,Delayed,339,Supplier Delay,Low,46,4
O617275,11-10-2022,WH003,Dealer_B,Cust004,MC005,Type5,15,Critical Delay,104,Urgent Order Change,High,5,0
,11-10-2022,WH001,Dealer_C,Cust002,MC003,Type4,31,On-Time,55,Delayed Approval,Medium,27,
O582569,11-10-2022,WH002,Dealer_E,,MC001,Type3,10,Critical Delay,372,,High,22,0
O883907,11-10-2022,WH001,Dealer_A,Cust002,MC002,Type2,30,Delayed,112,Feature Update,Medium,42,0
O729906,11-10-2022,WH003,Dealer_E,Cust002,MC002,Type3,32,On-Time,261,Urgent Order Change,Medium,22,0
O596731,11-10-2022,WH003,Dealer_C,Cust003,MC001,Type4,47,Critical Delay,79,Supplier Delay,High,11,18
O795956,12-10-2022,WH002,,Cust002,MC005,Type1,1,Delayed,185,Feature Update,Low,22,0
O952579,12-10-2022,WH002,Dealer_E,Cust002,MC003,Type5,44,Delayed,266,Delayed Approval,Low,23,13
O617567,12-10-2022,WH002,Dealer_E,Cust003,MC001,Type5,2,Critical Delay,248,Delayed Approval,High,47,0
O708898,12-10-2022,WH003,Dealer_E,Cust002,MC005,Type4,14,On-Time,420,Delayed Approval,Low,25,0
O486118,12-10-2022,WH004,Dealer_C,Cust004,MC005,Type3,6,On-Time,18,Urgent Order Change,High,48,0
O650255,13-10-2022,WH001,Dealer_A,Cust001,MC003,Type1,12,On-Time,,Feature Update,Medium,39,0
O262694,13-10-2022,WH001,Dealer_A,Cust004,MC004,Type3,29,Delayed,214,,Medium,24,
O929445,13-10-2022,WH002,Dealer_A,Cust001,MC001,Type4,31,On-Time,327,Urgent Order Change,Low,28,0
O954618,13-10-2022,WH001,Dealer_D,Cust002,MC002,Type5,19,Delayed,381,Delayed Approval,,6,0
O984165,,WH003,Dealer_D,Cust001,MC001,Type2,10,Critical Delay,392,Delayed Approval,Low,24,0
O263347,13-10-2022,WH003,Dealer_E,Cust002,MC001,Type4,7,On-Time,488,Urgent Order Change,Medium,14,0
O456347,14-10-2022,WH003,Dealer_B,,MC003,Type2,33,On-Time,411,Feature Update,Low,17,18
O597049,14-10-2022,WH002,Dealer_A,Cust001,MC002,Type5,13,Delayed,439,Supplier Delay,High,11,0
,14-10-2022,WH003,Dealer_A,Cust003,MC005,Type3,31,Delayed,389,,High,9,9
O594182,14-10-2022,WH001,Dealer_D,Cust001,MC003,,34,Delayed,474,Delayed Approval,Medium,49,0
O638958,14-10-2022,WH001,Dealer_D,Cust001,MC002,Type5,49,On-Time,158,Delayed Approval,High,19,0
O624906,14-10-2022,WH001,Dealer_B,Cust003,MC002,Type1,6,Delayed,300,Supplier Delay,High,8,0
O114605,14-10-2022,WH003,Dealer_B,Cust003,MC005,Type4,6,Critical Delay,15,Urgent Order Change,Medium,12,
O943137,14-10-2022,WH002,Dealer_D,Cust003,MC001,Type2,34,On-Time,138,Urgent Order Change,High,28,0
O395656,15-10-2022,WH004,Dealer_A,Cust005,MC005,Type5,31,On-Time,176,,High,23,0
O891863,15-10-2022,WH004,Dealer_D,Cust004,MC001,Type4,14,Critical Delay,256,Feature Update,High,48,0
O720149,,WH004,Dealer_D,Cust005,MC001,Type3,11,On-Time,62,,Low,49,
O608563,15-10-2022,,Dealer_E,Cust003,MC005,Type5,10,,495,Feature Update,Medium,10,1
O604316,15-10-2022,WH003,Dealer_E,Cust005,MC004,Type4,34,Critical Delay,2727,,,40,0
O607511,15-10-2022,WH003,Dealer_C,Cust004,MC005,Type3,16,Critical Delay,186,Feature Update,Low,21,0
O839365,15-10-2022,WH004,Dealer_D,Cust005,MC001,Type1,13,Delayed,248,Urgent Order Change,Low,42,0
O742956,16-10-2022,WH004,Dealer_C,Cust001,MC005,Type3,7,Critical Delay,193,Delayed Approval,Medium,11,0
O609116,,WH002,Dealer_A,Cust001,MC004,Type1,42,On-Time,298,Urgent Order Change,Medium,49,15
O278744,16-10-2022,WH001,Dealer_D,Cust004,MC005,Type1,3,On-Time,214,Feature Update,Low,31,0
O435896,16-10-2022,WH001,Dealer_E,Cust005,MC002,Type4,6,Critical Delay,340,Supplier Delay,Medium,16,0
O855094,16-10-2022,WH004,Dealer_D,Cust004,MC005,Type2,47,Critical Delay,406,Urgent Order Change,Medium,33,0
O718050,16-10-2022,WH004,Dealer_C,Cust005,MC004,Type1,120,Critical Delay,,Feature Update,High,39,0
O657802,17-10-2022,WH003,Dealer_D,Cust003,MC001,Type5,43,On-Time,314,Supplier Delay,Medium,28,0
O866212,17-10-2022,WH004,Dealer_A,Cust002,MC003,Type3,20,Critical Delay,423,Supplier Delay,Low,31,0
O163211,17-10-2022,WH004,Dealer_B,Cust004,MC002,Type4,32,On-Time,239,,High,10,13
O242236,17-10-2022,WH002,Dealer_D,Cust003,MC004,,47,Critical Delay,214,Feature Update,High,20,8
O887253,17-10-2022,WH004,Dealer_C,Cust001,MC001,Type1,1,On-Time,272,,Low,30,0
O163027,17-10-2022,WH003,Dealer_D,Cust004,MC001,Type2,6,On-Time,,Urgent Order Change,High,49,0
O830973,18-10-2022,WH002,Dealer_E,Cust002,MC002,Type3,34,,24,Feature Update,Medium,21,15
O191755,18-10-2022,WH002,Dealer_C,Cust004,MC002,Type4,29,Delayed,33,Delayed Approval,High,27,12
O760147,18-10-2022,WH003,Dealer_E,Cust003,MC002,Type5,16,Delayed,176,Supplier Delay,,46,0
O298383,18-10-2022,,,Cust003,MC005,Type5,21,On-Time,402,Supplier Delay,Medium,33,0
O725220,18-10-2022,WH002,Dealer_D,Cust004,MC002,Type5,2,Delayed,274,Delayed Approval,High,18,0
O477862,18-10-2022,WH003,Dealer_C,Cust003,MC004,Type4,9,On-Time,95,,High,43,0
O616636,18-10-2022,WH003,Dealer_E,Cust004,MC003,Type5,25,On-Time,108,Urgent Order Change,Medium,35,0
O489827,18-10-2022,WH004,Dealer_D,Cust003,MC001,Type4,17,Delayed,255,Urgent Order Change,Low,33,0
O351762,19-10-2022,WH001,Dealer_D,Cust004,MC005,Type3,1,Critical Delay,263,Supplier Delay,Low,35,0
O920952,19-10-2022,WH003,Dealer_A,Cust002,MC002,Type4,22,On-Time,418,,Medium,29,0
O995430,19-10-2022,WH003,Dealer_E,Cust004,MC003,Type2,17,Delayed,206,,Low,10,0
O958417,19-10-2022,WH002,Dealer_D,Cust001,MC003,Type2,48,On-Time,147,Feature Update,Medium,26,0
O311355,19-10-2022,WH001,Dealer_E,Cust002,MC003,Type4,21,On-Time,90,,Low,29,0
O143695,20-10-2022,WH001,Dealer_B,Cust004,MC005,Type5,5,Critical Delay,171,Delayed Approval,Medium,6,0
O243800,20-10-2022,,,Cust003,MC005,Type3,39,On-Time,487,Supplier Delay,Low,49,0
O557446,20-10-2022,WH003,Dealer_B,Cust003,MC005,Type2,25,On-Time,148,Urgent Order Change,Medium,42,0
O217317,20-10-2022,WH003,Dealer_B,Cust003,MC001,Type2,17,Critical Delay,144,,High,11,14
O512413,20-10-2022,WH001,Dealer_D,Cust005,,,49,Delayed,103,,High,25,0
O854829,20-10-2022,WH001,Dealer_C,Cust003,MC003,Type5,38,Delayed,456,Feature Update,Medium,7,0
O400392,21-10-2022,WH001,Dealer_A,Cust003,MC005,Type2,,Delayed,,Delayed Approval,Low,48,13
O368225,21-10-2022,WH001,Dealer_D,Cust004,MC003,Type3,45,On-Time,396,Feature Update,Medium,10,1
,21-10-2022,WH001,,Cust005,MC001,Type4,,Delayed,343,Delayed Approval,Medium,,0
O944670,21-10-2022,,Dealer_D,Cust001,MC001,Type1,24,Critical Delay,244,Delayed Approval,Low,48,0
O749720,21-10-2022,WH004,Dealer_B,Cust002,MC003,Type4,10,Critical Delay,265,Urgent Order Change,,41,0
O413006,21-10-2022,WH003,Dealer_A,Cust002,MC005,Type3,25,Critical Delay,413,Delayed Approval,High,27,
O710265,21-10-2022,WH004,Dealer_E,Cust005,MC003,Type2,49,Critical Delay,70,Feature Update,Low,34,19
O615511,22-10-2022,WH003,Dealer_B,Cust002,MC005,Type5,38,Critical Delay,70,Urgent Order Change,High,23,11
O421619,22-10-2022,WH004,Dealer_D,Cust003,MC004,,33,On-Time,1890,Delayed Approval,Low,28,0
O537776,22-10-2022,WH004,Dealer_E,Cust003,MC005,Type1,38,Delayed,176,Feature Update,Low,33,0
O865373,22-10-2022,WH003,Dealer_A,Cust002,MC005,Type1,1,Delayed,58,Delayed Approval,Medium,25,0
O633378,22-10-2022,WH002,Dealer_E,Cust001,MC003,Type5,24,Critical Delay,159,Urgent Order Change,High,19,0
O796376,22-10-2022,WH003,Dealer_A,Cust003,MC003,Type5,13,On-Time,496,,Low,6,0
O260420,22-10-2022,WH002,Dealer_C,Cust003,MC004,Type5,9,Delayed,179,Supplier Delay,High,26,0
O122802,23-10-2022,WH003,Dealer_D,Cust004,MC004,Type4,12,Critical Delay,62,Delayed Approval,High,19,0
O421774,23-10-2022,WH003,Dealer_D,Cust001,MC003,Type3,33,Critical Delay,282,,Low,37,0
O317204,23-10-2022,WH004,Dealer_D,Cust001,MC003,Type1,24,On-Time,467,Feature Update,Low,34,
O406216,23-10-2022,WH002,Dealer_A,Cust002,MC004,Type5,34,Delayed,297,,Medium,32,0
O146795,23-10-2022,WH004,Dealer_E,Cust001,MC004,Type3,12,,85,Delayed Approval,Low,49,9
O158768,23-10-2022,WH003,Dealer_A,Cust005,MC004,Type5,,On-Time,496,Urgent Order Change,Low,15,0
O863477,24-10-2022,WH002,Dealer_E,Cust003,MC005,Type2,41,Critical Delay,159,Supplier Delay,Medium,40,0
O167620,24-10-2022,WH001,Dealer_D,Cust001,MC001,Type5,9,Critical Delay,210,Supplier Delay,Medium,16,0
O504028,24-10-2022,WH003,Dealer_E,Cust001,MC005,Type4,6,On-Time,21,,Low,22,0
O609716,,WH001,Dealer_A,,MC004,Type1,2,Delayed,255,Supplier Delay,High,10,0
O188116,25-10-2022,WH003,Dealer_E,Cust002,MC005,Type3,32,Delayed,100,Feature Update,Low,43,80
O693808,25-10-2022,WH003,Dealer_A,Cust002,MC004,Type4,,Critical Delay,35,Supplier Delay,,49,18
O975039,25-10-2022,WH002,Dealer_E,Cust002,,Type2,19,Critical Delay,51,,Low,43,0
O551734,25-10-2022,WH001,Dealer_A,Cust001,MC003,Type1,29,On-Time,248,Urgent Order Change,Low,42,14
O159113,26-10-2022,WH002,Dealer_E,Cust005,MC001,Type1,21,,247,Urgent Order Change,Medium,47,0
O520848,26-10-2022,WH002,Dealer_D,Cust002,MC001,Type5,49,Critical Delay,304,Feature Update,High,40,0
O388014,26-10-2022,WH003,Dealer_A,Cust005,MC004,Type3,48,Delayed,16,,Medium,30,
O536575,26-10-2022,WH001,Dealer_E,Cust002,MC003,Type4,44,On-Time,363,,High,33,0
O547118,26-10-2022,WH002,Dealer_A,Cust005,MC001,Type5,,On-Time,267,Feature Update,High,31,0
O371529,26-10-2022,WH001,Dealer_D,Cust004,MC003,Type2,40,Delayed,184,Supplier Delay,High,21,0
O249293,26-10-2022,WH003,Dealer_D,Cust004,MC005,Type1,29,On-Time,342,Supplier Delay,High,40,0
O660477,,WH001,Dealer_A,,MC002,Type4,16,On-Time,3573,Delayed Approval,Medium,45,15
O826280,27-10-2022,WH002,Dealer_B,Cust003,MC002,Type4,44,On-Time,430,Delayed Approval,Medium,30,15
O253388,27-10-2022,WH004,Dealer_A,Cust001,MC001,Type2,27,Delayed,,,Low,26,0
O950556,27-10-2022,WH002,Dealer_C,Cust002,MC002,Type4,13,,91,Feature Update,High,,15
O472894,27-10-2022,WH002,Dealer_A,Cust002,MC005,Type4,1,Critical Delay,402,Feature Update,,16,
O274931,27-10-2022,WH002,Dealer_A,Cust004,MC003,Type3,26,Delayed,150,,Medium,21,0
O143960,27-10-2022,WH002,Dealer_C,Cust004,MC004,Type1,19,Delayed,123,Feature Update,High,102,0
O750751,27-10-2022,WH002,Dealer_E,Cust005,MC004,Type4,43,Delayed,102,Feature Update,Medium,15,10
O853009,28-10-2022,WH004,,Cust002,MC002,Type1,24,Critical Delay,,Delayed Approval,Medium,12,0
O506354,28-10-2022,WH001,Dealer_A,Cust001,MC001,Type2,14,Delayed,4320,,High,43,0
O225596,,WH003,Dealer_E,Cust002,MC001,Type4,11,Critical Delay,15,,Low,18,0
O258614,28-10-2022,WH001,Dealer_D,Cust005,MC003,Type1,37,Delayed,46,Supplier Delay,High,45,0
O766956,28-10-2022,WH004,Dealer_A,Cust005,MC003,,,,499,Urgent Order Change,Medium,,0
O177073,28-10-2022,,Dealer_B,Cust003,MC004,Type5,22,Critical Delay,75,Delayed Approval,Medium,20,4
O771257,28-10-2022,WH003,Dealer_A,Cust004,MC001,Type4,1,Critical Delay,220,Feature Update,Low,25,0
O311940,29-10-2022,WH003,Dealer_D,Cust002,MC005,Type5,17,Delayed,253,Supplier Delay,High,21,0
O373020,29-10-2022,,Dealer_A,Cust003,MC002,Type4,36,On-Time,87,Supplier Delay,,18,0
O531786,29-10-2022,WH002,Dealer_D,Cust005,MC001,Type5,44,Delayed,458,,Low,44,8
O433024,29-10-2022,WH003,Dealer_D,Cust002,MC004,Type4,18,Critical Delay,494,Urgent Order Change,Medium,156,0
O921579,,WH002,Dealer_C,Cust003,MC004,Type3,34,On-Time,407,Delayed Approval,Low,40,0
O279422,30-10-2022,WH002,Dealer_A,Cust003,MC004,Type4,34,Critical Delay,283,Feature Update,Low,19,0
O300057,30-10-2022,WH001,Dealer_C,Cust002,MC004,Type3,9,On-Time,19,Delayed Approval,Low,28,0
O531747,30-10-2022,WH002,Dealer_E,Cust002,MC001,Type5,31,Critical Delay,469,Urgent Order Change,Low,9,0
O829676,30-10-2022,WH004,Dealer_C,Cust001,MC004,Type2,23,Delayed,27,Urgent Order Change,Medium,29,0
O657963,30-10-2022,WH001,,Cust003,MC002,Type5,14,On-Time,289,Supplier Delay,High,28,0
O129667,31-10-2022,WH002,Dealer_A,Cust002,MC004,Type1,47,On-Time,54,,High,,2
O509340,31-10-2022,WH004,Dealer_E,Cust004,MC005,Type4,42,On-Time,366,,High,33,0
O380619,31-10-2022,WH003,Dealer_D,,MC004,Type3,26,On-Time,388,Supplier Delay,Medium,6,0
,31-10-2022,WH003,Dealer_D,Cust004,MC005,Type4,21,On-Time,453,,Low,6,13
O800755,31-10-2022,WH002,Dealer_D,Cust004,MC002,Type5,44,On-Time,149,Supplier Delay,Low,49,0
O597076,31-10-2022,WH004,Dealer_E,Cust005,MC003,Type4,2,Delayed,195,Supplier Delay,Low,7,0
O756448,31-10-2022,WH001,Dealer_E,Cust003,MC005,Type1,46,Critical Delay,302,Delayed Approval,Medium,34,
O565171,31-10-2022,WH003,Dealer_A,Cust002,MC002,Type5,12,Critical Delay,288,,Low,42,0
O317677,01-11-2022,WH003,Dealer_D,Cust003,MC004,Type3,6,Critical Delay,91,Feature Update,High,22,11
O860647,01-11-2022,WH002,Dealer_E,Cust004,MC003,Type4,,Delayed,3717,Supplier Delay,,16,0
O196768,01-11-2022,WH001,Dealer_B,Cust001,MC005,Type3,42,Delayed,1197,,Low,34,0
O361961,01-11-2022,WH002,Dealer_D,Cust003,MC005,Type5,18,Delayed,,Urgent Order Change,Medium,37,0
O409647,01-11-2022,WH004,Dealer_E,Cust001,MC003,Type2,36,On-Time,361,Feature Update,Medium,34,3
O600154,01-11-2022,WH002,Dealer_A,Cust005,MC003,Type3,30,Delayed,289,,Low,15,0
,02-11-2022,WH003,Dealer_A,Cust001,MC003,Type3,1,Critical Delay,258,Delayed Approval,Medium,14,0
O210208,,WH003,Dealer_C,Cust003,MC001,Type1,39,Critical Delay,69,Feature Update,Low,13,0
O427482,,WH001,Dealer_E,Cust004,MC002,Type1,19,On-Time,415,Urgent Order Change,,46,0
O615964,02-11-2022,WH002,Dealer_E,Cust004,MC001,Type4,2,Delayed,134,,High,6,16
O300921,02-11-2022,WH003,Dealer_C,Cust003,MC003,Type2,,On-Time,182,,High,45,0
O879426,02-11-2022,WH004,Dealer_C,Cust004,MC002,Type3,28,On-Time,57,Supplier Delay,High,17,0
O645077,,WH002,,Cust001,MC002,,70,,209,Feature Update,High,11,0
O220181,02-11-2022,WH003,Dealer_B,Cust004,MC001,Type2,36,On-Time,203,Supplier Delay,Low,15,0
O320906,02-11-2022,WH003,Dealer_E,Cust003,MC001,Type1,35,On-Time,158,Supplier Delay,Medium,40,1
O295847,03-11-2022,,,Cust001,MC004,Type1,16,,440,,Low,38,0
O815823,,WH001,Dealer_C,Cust002,MC004,Type2,28,Delayed,487,Urgent Order Change,High,21,0
O865105,03-11-2022,WH003,Dealer_E,Cust003,MC002,Type3,130,Critical Delay,458,,Low,35,8
O908410,03-11-2022,WH003,Dealer_A,Cust001,MC005,Type5,1,Delayed,217,,,28,0
O113114,03-11-2022,WH002,Dealer_D,Cust002,MC002,Type4,47,Delayed,210,Supplier Delay,Low,234,0
O938946,03-11-2022,WH004,Dealer_C,Cust001,MC003,Type4,41,Critical Delay,261,Feature Update,Medium,38,19
O860735,04-11-2022,WH002,Dealer_E,Cust004,MC004,Type1,3,Critical Delay,13,Delayed Approval,Low,25,0
O707922,04-11-2022,WH004,Dealer_A,,MC002,,35,On-Time,368,Urgent Order Change,Medium,18,0
O896356,04-11-2022,WH001,Dealer_A,Cust005,MC002,Type3,40,On-Time,384,Urgent Order Change,Medium,16,7
O540421,04-11-2022,WH001,Dealer_C,Cust001,MC001,Type2,26,Critical Delay,423,Delayed Approval,Low,,0
O702243,04-11-2022,WH003,Dealer_B,Cust005,MC005,Type2,13,On-Time,286,,Medium,33,0
O721152,04-11-2022,WH004,Dealer_A,Cust001,MC003,Type3,27,,461,Urgent Order Change,Low,17,0
O462548,04-11-2022,WH004,Dealer_E,Cust005,MC003,Type4,41,On-Time,3888,Delayed Approval,High,33,0
O896672,04-11-2022,WH001,Dealer_B,Cust003,MC004,Type1,9,Delayed,472,Urgent Order Change,Medium,24,0
O831943,05-11-2022,WH003,Dealer_E,Cust001,MC001,Type3,,Critical Delay,150,,Medium,40,0
O945098,05-11-2022,,Dealer_D,Cust003,MC002,Type4,49,Critical Delay,133,Delayed Approval,Low,38,1
,05-11-2022,WH002,Dealer_C,Cust003,MC005,Type4,24,Critical Delay,438,Supplier Delay,Low,34,
,05-11-2022,WH002,Dealer_B,Cust003,MC003,Type1,44,Critical Delay,369,Supplier Delay,High,8,0
O928751,05-11-2022,WH001,Dealer_B,Cust001,MC005,Type3,6,On-Time,135,Supplier Delay,High,44,0
O311639,05-11-2022,,Dealer_E,Cust005,MC003,Type2,30,Delayed,289,Delayed Approval,Low,47,0
O824194,06-11-2022,WH002,Dealer_A,Cust003,MC004,Type2,9,Critical Delay,220,Supplier Delay,Medium,39,0
,06-11-2022,WH002,Dealer_B,Cust003,MC004,Type2,20,On-Time,167,Delayed Approval,High,27,0
O764814,,WH003,Dealer_D,Cust003,MC001,Type5,28,On-Time,352,,High,29,0
,06-11-2022,WH003,Dealer_A,Cust005,MC003,Type3,26,Delayed,365,Feature Update,Low,19,0
,,WH001,Dealer_C,Cust005,MC004,Type3,5,Critical Delay,363,,Low,26,0
,06-11-2022,WH003,Dealer_E,Cust003,MC002,Type2,11,Critical Delay,424,Delayed Approval,High,35,0
O191377,06-11-2022,WH001,Dealer_C,Cust001,MC003,Type3,31,On-Time,442,Supplier Delay,Low,8,0
O196703,06-11-2022,WH004,Dealer_A,Cust005,MC004,Type4,46,On-Time,394,,High,23,0
O908744,06-11-2022,WH001,Dealer_B,Cust004,MC002,Type3,43,Delayed,336,Delayed Approval,Low,49,0
,07-11-2022,WH003,Dealer_E,Cust003,MC002,Type5,2,Delayed,206,,High,25,0
O601793,07-11-2022,WH004,Dealer_A,Cust004,MC004,Type1,22,Delayed,285,Feature Update,High,16,
O264609,07-11-2022,WH002,Dealer_A,Cust005,MC001,Type3,44,Delayed,438,Supplier Delay,High,47,3
O634303,07-11-2022,WH002,Dealer_E,Cust004,MC001,Type2,48,Delayed,431,,Low,5,0
O879655,07-11-2022,WH003,Dealer_E,Cust003,MC003,Type5,16,Delayed,276,Delayed Approval,Low,42,0
O783969,07-11-2022,WH001,Dealer_B,Cust001,MC001,Type4,26,On-Time,429,Urgent Order Change,Medium,21,13
O660508,07-11-2022,WH003,Dealer_E,Cust004,MC003,Type5,22,Delayed,206,,High,39,3
O277636,08-11-2022,WH003,Dealer_D,Cust004,MC002,Type5,8,Critical Delay,480,Delayed Approval,Low,36,0
O362981,08-11-2022,WH001,Dealer_A,Cust003,MC004,Type3,37,On-Time,202,Feature Update,Medium,40,0
O815977,08-11-2022,WH002,Dealer_A,Cust003,MC003,Type5,12,On-Time,,Feature Update,Medium,32,0
O371677,08-11-2022,WH002,Dealer_D,Cust002,MC004,Type3,33,Critical Delay,262,Delayed Approval,Low,38,8
O419417,08-11-2022,WH001,Dealer_E,Cust001,MC002,Type5,12,Critical Delay,463,Feature Update,Medium,7,0
O233660,09-11-2022,WH004,,Cust005,MC005,Type5,24,On-Time,394,Feature Update,High,17,0
O806357,09-11-2022,WH002,Dealer_E,Cust005,MC001,Type4,20,On-Time,201,Supplier Delay,High,47,0
O636327,09-11-2022,WH003,Dealer_D,Cust003,MC004,Type3,36,On-Time,232,,Medium,23,0
O549146,09-11-2022,WH003,Dealer_E,Cust005,MC002,Type1,42,Critical Delay,290,Delayed Approval,Medium,42,0
O681680,09-11-2022,WH001,Dealer_C,Cust002,MC001,Type2,21,Delayed,373,Supplier Delay,Medium,29,9
O916183,09-11-2022,WH001,Dealer_C,Cust003,,Type4,32,Delayed,377,Urgent Order Change,Medium,15,0
O817799,09-11-2022,WH002,Dealer_B,Cust002,MC001,Type2,17,Critical Delay,456,Feature Update,,,0
O758023,09-11-2022,WH003,Dealer_C,Cust003,MC001,Type3,40,Delayed,296,Delayed Approval,Medium,7,0
O500297,10-11-2022,WH002,Dealer_A,Cust001,MC001,Type4,24,On-Time,463,Urgent Order Change,Medium,16,0
O825380,10-11-2022,WH001,Dealer_E,Cust004,MC005,Type2,9,On-Time,461,,Low,32,0
O131098,10-11-2022,WH003,Dealer_B,Cust002,MC003,Type5,29,Critical Delay,172,Feature Update,Medium,11,0
O328804,10-11-2022,WH004,Dealer_C,Cust003,MC005,Type4,14,,190,Delayed Approval,High,8,0
O414825,10-11-2022,WH004,Dealer_C,Cust003,MC001,Type4,31,Delayed,366,Delayed Approval,Low,11,5
O856684,10-11-2022,WH001,,Cust003,MC003,Type5,35,On-Time,494,Delayed Approval,High,7,0
O955402,10-11-2022,WH003,Dealer_C,Cust001,MC002,Type1,49,On-Time,379,Delayed Approval,Low,49,
